,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5g,Q5h,Q5i,Q5j,Q5l,Q20,Q21,Q22,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea,Number of council services accessed,Information about public services,Publication Use,Usefulness of offline publication,Financial Worry
82,0.0,23.0,1.0,other,0.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,19.0,0.0,0.6,Offline,2449.2,Concerned
83,0.0,24.0,1.0,other,0.0,2.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,5.0,4.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,1.0,7.0,0.0,0.4,Offline,2191.2,Not Concerned
84,0.0,47.0,1.0,other,10.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,31.0,1.0,19.0,0.0,0.6,Offline,2450.6,Concerned
85,0.0,24.0,0.0,other,0.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,24.0,1.0,0.0,0.0,2.0,5.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,19.0,0.0,0.6,Offline,2192.6,Not Concerned
86,0.0,37.0,0.0,other,0.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,1.0,7.0,1.0,0.4,Offline,2193.4,Concerned
87,0.0,38.0,1.0,other,0.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,31.0,1.0,19.0,0.0,0.2,Online,2456.6,Concerned
88,0.0,65.0,0.0,other,0.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,7.0,1.0,0.4,Offline,2352.8,Concerned
89,0.0,47.0,1.0,other,16.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,31.0,1.0,19.0,1.0,0.6,Offline,2195.4,Concerned
90,0.0,44.0,1.0,other,13.0,1.0,2.0,4.0,1.0,4.0,4.0,0.0,4.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,2.0,0.0,0.0,2.0,5.0,5.0,7.0,0.0,2.0,0.0,0.0,1.0,3.0,29.0,1.0,7.0,1.0,0.2,Online and Offline,2196.2,Not Concerned
91,0.0,39.0,0.0,other,10.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,19.0,0.0,0.6,Offline,2197.0,Concerned
92,0.0,55.0,0.0,other,0.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,19.0,0.0,0.2,Offline,2455.8,Concerned
93,0.0,37.0,1.0,other,13.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,7.0,0.0,0.2,Offline,2198.4,Not Concerned
94,0.0,37.0,1.0,other,13.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,7.0,1.0,1.0,Offline,2457.2,Concerned
95,0.0,39.0,1.0,other,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,7.0,0.0,0.4,Offline,2458.0,Concerned
96,0.0,,1.0,other,5.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,32.0,6.0,20.0,0.0,2.8,None,2463.8,Not Concerned
97,0.0,60.0,1.0,other,8.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,6.0,20.0,2.0,2.0,Offline,2354.6,Not Concerned
98,0.0,39.0,1.0,other,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,32.0,6.0,20.0,0.0,2.0,Offline,2201.6,Not Concerned
99,0.0,22.0,0.0,other,0.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,32.0,6.0,20.0,0.0,2.5,Dont know,2466.2,Concerned
100,1.0,81.0,1.0,other,17.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,20.0,1.0,0.0,Offline,2356.2,Not Concerned
101,0.0,,0.0,other,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,21.0,0.0,0.0,Offline,2362.4,Not Concerned
102,0.0,36.0,0.0,other,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,21.0,0.0,1.0,Offline,2357.4,Not Concerned
103,0.0,40.0,1.0,other,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,34.0,6.0,21.0,0.0,0.0,None,2469.0,Not Concerned
104,0.0,,0.0,other,0.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,35.0,7.0,22.0,0.0,1.6,Online and Offline,2461.4,Not Concerned
105,0.0,,1.0,other,10.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,7.0,22.0,0.0,0.2,Offline,2091.4,Not Concerned
106,0.0,,1.0,other,0.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,7.0,22.0,0.0,0.2,Offline,2465.4,Not Concerned
107,0.0,,1.0,other,6.0,2.0,2.0,5.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,,1.0,0.0,2.0,2.0,2.0,6.0,2.0,0.0,2.0,0.0,1.0,2.0,37.0,7.0,23.0,1.0,0.2,Offline,2466.2,Concerned
108,0.0,,0.0,other,9.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,37.0,7.0,23.0,0.0,0.2,Offline,2467.0,Concerned
109,0.0,,0.0,other,14.0,0.0,2.0,5.0,0.0,5.0,4.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,38.0,7.0,24.0,0.0,0.8,Offline,2467.8,Concerned
110,0.0,,0.0,other,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,,0.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,24.0,0.0,0.4,Offline,2468.6,Not Concerned
111,0.0,28.0,0.0,other,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,7.0,24.0,0.0,0.2,Offline,2469.4,Not Concerned
112,0.0,,0.0,other,3.0,0.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,7.0,22.0,1.0,0.2,Offline,2469.0,Concerned
113,0.0,,1.0,other,0.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,24.0,0.0,1.2,Offline,1720.6,Not Concerned
114,0.0,61.0,0.0,other,0.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,38.0,7.0,24.0,0.0,0.2,Offline,2369.8,Not Concerned
115,0.0,,1.0,other,0.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,35.0,7.0,22.0,0.0,1.0,Online,2478.0,Not Concerned
116,0.0,,1.0,other,1.0,2.0,0.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,22.0,0.0,0.2,None,2479.0,Not Concerned
117,0.0,,1.0,other,0.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,,0.0,0.0,2.0,2.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,38.0,7.0,24.0,0.0,0.2,Offline,2471.0,Not Concerned
118,0.0,,1.0,other,10.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,35.0,7.0,22.0,2.0,0.2,Offline,2474.6,Concerned
119,1.0,,1.0,other,13.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,5.0,2.0,,1.0,2.0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,38.0,7.0,24.0,2.0,2.0,Offline,2475.4,Concerned
120,0.0,51.0,0.0,other,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,39.0,8.0,25.0,0.0,1.8,Offline,2476.2,Concerned
121,0.0,48.0,0.0,other,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,26.0,0.0,0.8,Offline,2477.0,Not Concerned
122,0.0,42.0,1.0,other,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,8.0,41.0,8.0,27.0,1.0,2.4,Offline,2215.8,Concerned
123,0.0,67.0,0.0,other,0.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,25.0,0.0,1.2,Offline,2478.4,Not Concerned
124,0.0,55.0,0.0,other,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,8.0,26.0,0.0,1.6,Offline,2217.2,Not Concerned
125,0.0,63.0,1.0,other,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,5.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,8.0,25.0,2.0,2.2,Offline,2114.2,Not Concerned
126,0.0,40.0,0.0,other,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,3.0,41.0,8.0,27.0,2.0,1.6,Offline,2480.2,Concerned
127,0.0,49.0,1.0,other,15.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,27.0,1.0,2.4,Offline,2481.0,Concerned
128,0.0,49.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,9.0,28.0,0.0,0.0,Online,2488.6,Concerned
129,0.0,24.0,0.0,other,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,9.0,28.0,0.0,2.0,Online,2489.6,Not Concerned
130,0.0,65.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,46.0,9.0,28.0,0.0,0.0,Online and Offline,2384.8,Not Concerned
131,0.0,71.0,0.0,other,0.0,2.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,47.0,9.0,28.0,0.0,2.0,Offline,2373.8,Not Concerned
132,0.0,57.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,44.0,9.0,28.0,0.0,0.8,Online and Offline,2215.0,Not Concerned
133,0.0,41.0,1.0,other,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,9.0,28.0,0.0,1.6,Online and Offline,2484.0,Not Concerned
134,0.0,51.0,0.0,other,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,9.0,28.0,0.0,2.0,Online and Offline,2379.8,Concerned
135,0.0,40.0,1.0,other,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,9.0,28.0,0.0,0.0,Online and Offline,2485.4,Not Concerned
136,0.0,70.0,0.0,other,0.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,,,0.0,0.0,4.0,5.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,51.0,4.0,29.0,0.0,0.6,Offline,2487.6,Not Concerned
137,0.0,35.0,0.0,other,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,52.0,10.0,30.0,0.0,0.0,None,2495.6,Not Concerned
138,1.0,77.0,1.0,other,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,53.0,10.0,30.0,0.0,0.0,Online and Offline,2381.0,Not Concerned
139,0.0,42.0,1.0,other,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,5.0,11.0,0.0,0.0,0.0,4.0,1.0,4.0,52.0,10.0,30.0,0.0,2.0,Online,2497.2,Not Concerned
140,0.0,50.0,1.0,other,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,52.0,10.0,30.0,0.0,0.0,None,2498.2,Not Concerned
141,0.0,46.0,1.0,other,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,10.0,30.0,0.0,0.0,Offline,2490.2,Not Concerned
142,0.0,67.0,1.0,other,0.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,54.0,10.0,30.0,0.0,0.0,Online and Offline,2492.0,Not Concerned
143,0.0,22.0,0.0,other,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,5.0,52.0,10.0,30.0,0.0,0.0,Online and Offline,2221.6,Not Concerned
144,0.0,48.0,0.0,other,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,10.0,31.0,0.0,2.0,Online and Offline,2492.2,Concerned
145,0.0,53.0,0.0,other,5.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,56.0,10.0,32.0,0.0,0.2,None,2502.2,Concerned
146,0.0,16.0,0.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,56.0,10.0,32.0,0.0,,Dont know,2503.2,Not Concerned
147,0.0,47.0,1.0,other,0.0,0.0,4.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,33.0,0.0,0.6,Online and Offline,1156.0,Not Concerned
148,0.0,50.0,1.0,other,8.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,33.0,0.0,0.0,None,2505.0,Not Concerned
149,0.0,62.0,1.0,other,0.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,5.0,3.0,1.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,32.0,0.0,0.2,Offline,2224.6,Concerned
150,0.0,33.0,0.0,other,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,57.0,10.0,33.0,0.0,0.2,Online,2506.6,Not Concerned
151,0.0,55.0,0.0,other,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,57.0,10.0,33.0,0.0,3.8,Online and Offline,2497.6,Not Concerned
152,0.0,32.0,1.0,other,0.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,3.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,56.0,10.0,32.0,0.0,0.2,Online and Offline,2499.4,Not Concerned
153,0.0,42.0,0.0,other,0.0,0.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,32.0,0.0,0.0,Online and Offline,2500.2,Not Concerned
154,0.0,47.0,1.0,other,14.0,4.0,2.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,10.0,32.0,0.0,0.0,Online and Offline,1745.4,Not Concerned
155,0.0,51.0,1.0,other,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,33.0,0.0,0.0,Online and Offline,2498.8,Not Concerned
156,1.0,80.0,1.0,other,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,57.0,10.0,33.0,1.0,0.0,Offline,2399.6,Not Concerned
157,0.0,58.0,1.0,other,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,57.0,10.0,33.0,0.0,2.0,None,2512.2,Concerned
158,0.0,16.0,0.0,other,7.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,4.0,0.0,0.0,2.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,56.0,10.0,32.0,3.0,3.6666666666666665,Dont know,2513.2,Concerned
159,0.0,44.0,0.0,other,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,58.0,10.0,32.0,0.0,0.2,Online,2514.2,Not Concerned
160,0.0,37.0,0.0,other,0.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,33.0,0.0,0.0,Online and Offline,2230.8,Not Concerned
161,0.0,24.0,1.0,other,0.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,34.0,0.0,1.0,Offline,2506.0,Concerned
162,0.0,38.0,0.0,other,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,11.0,35.0,0.0,0.4,Offline,2506.8,Not Concerned
163,0.0,42.0,1.0,other,10.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,11.0,35.0,0.0,0.4,Offline,2241.2,Not Concerned
