,case,S1,AGE,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q27a,Q28,Q28a,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q37b,Q37c,Q37d,Q37e,Q38,Postcode_clean,Ward,CategoryType,WellbeingType,AcornTypeCode,OutputArea,LowerSuperOutput,weight
796,806,0.0,5.0,11.0,13.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,Internet via digital / satellite TV   ,,,,,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0.0,2.0,2.0,2.0,11.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,0.894843958643578
797,807,0.0,0.0,5.0,7.0,2.0,2.0,5.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,Internet via an iPad   ,,Internet via an Android smartphone   ,,,,,,0.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,,,,,2.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,1.07753155263085
798,808,1.0,3.0,1.0,11.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,2.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,,"Other (type in, multiple allowed)",,Indian,2.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,1.01617069925534
799,809,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Internet via an iPhone   ,Internet via an iPad   ,,Internet via an Android smartphone   ,,,,,,0.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,0.0,0.0,2.0,4.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,224.0,10.0,Deprived and ethnically diverse in flats,Despondent diversity,55.0,106.0,E01033599,0.909275959037532
800,810,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,2.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,1.01617069925534
801,811,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,2.0,2.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,4.0,4.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,,,,,0.0,224.0,10.0,Deprived and ethnically diverse in flats,Despondent diversity,55.0,106.0,E01033599,0.875838693988194
802,812,1.0,4.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,4.0,4.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,,"Other (type in, multiple allowed)",,Indian,5.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,1.01617069925534
803,813,1.0,7.0,1.0,11.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,Internet via other tablet   ,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,2.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,,"Other (type in, multiple allowed)",,Pakistani,1.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,0.832921996886271
804,814,0.0,7.0,7.0,7.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,Internet via an iPhone   ,Internet via an iPad   ,Internet via other tablet   ,,,,,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,1.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,,"Other (type in, multiple allowed)",,Middle east,1.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,0.909275959037532
805,815,1.0,3.0,1.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,Internet via an Android smartphone   ,,,,,,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,4.0,4.0,4.0,6.0,0.0,2.0,2.0,1.0,1.0,,"Other (type in, multiple allowed)",,Cyprus,5.0,290.0,14.0,Metropolitan professionals,Cultural concerns,16.0,161.0,E01004727,1.01617069925534
806,816,1.0,8.0,0.0,14.0,2.0,2.0,0.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,2.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Other (type in, multiple allowed)",,Bangladesh,3.0,224.0,10.0,Deprived and ethnically diverse in flats,Despondent diversity,55.0,106.0,E01033599,0.968055080393055
807,817,0.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,0.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,4.0,4.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,224.0,10.0,Deprived and ethnically diverse in flats,Despondent diversity,55.0,106.0,E01033599,0.967598384329012
808,818,1.0,1.0,8.0,13.0,0.0,0.0,5.0,0.0,3.0,5.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,,0.0,0.0,3.0,3.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,,"Other (type in, multiple allowed)",,Carribean,2.0,291.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,1.28239929882411
809,819,0.0,5.0,1.0,16.0,0.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,1.0,,0.0,0.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,291.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,0.894843958643578
810,820,1.0,6.0,5.0,5.0,0.0,0.0,5.0,2.0,3.0,5.0,4.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,,"Other (type in, multiple allowed)",,Greek,2.0,292.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,1.1432513566906
811,821,0.0,6.0,5.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,292.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,1.07753155263085
812,822,1.0,8.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,293.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,0.832921996886271
813,823,1.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,0.0,294.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,1.01617069925534
814,824,0.0,7.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,4.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,293.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,0.772388820130465
815,825,1.0,4.0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,Internet via an Android smartphone   ,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,295.0,9.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,162.0,E01004735,1.01617069925534
816,826,1.0,7.0,1.0,10.0,0.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,2.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,5.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,296.0,0.0,Metropolitan professionals,Gym & juices,16.0,163.0,E01004750,0.832921996886271
817,827,0.0,8.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,4.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,296.0,0.0,Metropolitan professionals,Gym & juices,16.0,163.0,E01004750,0.909275959037532
818,828,0.0,4.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,2.0,,0.0,0.0,3.0,7.0,5.0,7.0,2.0,2.0,2.0,0.0,0.0,,,,,2.0,297.0,0.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,164.0,E01004750,0.967598384329012
819,829,0.0,3.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,2.0,4.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,298.0,0.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,164.0,E01004750,0.967598384329012
820,830,0.0,5.0,4.0,5.0,4.0,3.0,0.0,4.0,1.0,5.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,2.0,1.0,"Other EU, EEA or Swiss national",,,,6.0,297.0,0.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,164.0,E01004750,1.14411417325706
821,831,1.0,3.0,1.0,10.0,4.0,4.0,2.0,2.0,0.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,Internet via an Android smartphone   ,,,,,,4.0,4.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,1.0,,0.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,"Other EU, EEA or Swiss national",,,,4.0,298.0,0.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,164.0,E01004750,1.01617069925534
822,832,1.0,0.0,5.0,0.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,5.0,0.0,7.0,6.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,299.0,0.0,Elderly people in social rented flats,Limited living,46.0,164.0,E01004750,1.1432513566906
823,833,1.0,0.0,5.0,0.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,2.0,0.0,11.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,299.0,0.0,Elderly people in social rented flats,Limited living,46.0,164.0,E01004750,1.1432513566906
