,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea
Q13b,-0.004209938,0.23253296,-0.010349489,0.137814639,-0.042571751,0.05539736,0.043723596,0.092390224,0.06625762,0.013457438,0.064623323,0.016649334,-0.00329926,0.033333344,0.036458681,0.020207854,0.056834821,0.165936788,-0.002473051,-0.001223867,-0.033503249,-0.023317334,0.076778672,0.011089765,-0.001901689,0.049488192,0.017267493,0.069866226,-0.04682284,0.555284986,-0.01553409,-0.013785341,-0.024156843,0.028831355,-0.040997795,-0.012398786,0.012341472,-0.065585174,-0.101345928,-0.023317334,0.138529678,1,0.034870608,0.106298233,0.110411835,0.058796878,0.017949992,0.072922205,0.065858633,0.037001624,0.084399207,0.027621872,-0.001282064,-0.015123974,-0.023501753,-0.017994922,-0.068254376,-0.023093227,-0.046125101,0.049416317,-0.068845054,0.026127019,0.049416317,-0.022887594,0.002972637,0.081224338,0.006540336,0.015131524,0.006394935,-0.019260558,-0.042041426,-0.003613906,0.019486378,-0.049346983,-0.029204826,0.048474147,,-0.039756985,-0.003679516,-0.037659474,0.065655736,0.114894774,0.005199371,-0.021151207,0.055990043,0.095662979,0.035135267,0.063730383,0.096600758,-0.026193394,-0.03467634,-0.093333049,0.069181662,0.04459973,0.068490709
S1,2.12E-05,0.053632041,1,-0.044704689,0.067069204,0.028730007,0.034816632,-0.115721521,0.018005612,0.007625974,-0.080117325,0.019421224,0.002034096,0.031584795,0.014231531,0.011120019,0.026290062,-0.036117736,0.01930159,0.009552003,0.023368111,0.009552003,0.021498856,0.04184733,0.015954419,-0.012180606,0.036723554,0.004429694,0.008650252,-0.032809889,0.034140365,-0.051565134,-0.055477277,-0.045511377,-0.00188122,0.049176846,-0.024073913,-0.010396521,0.032841894,0.009552003,0.017987739,-0.010349489,0.010207173,-0.029592536,-0.033690773,-0.06414499,-0.01228018,0.023052822,-0.022236593,0.008602571,-0.039742564,-0.058392863,0.005863011,-0.009378742,-0.009089201,0.037916883,0.004405465,0.023574902,0.033561932,-0.001185643,0.010114454,0.023368111,-0.001185643,-0.0040251,0.02024914,0.004080129,0.018046247,-0.00632147,0.00109625,0.021592262,0.025066887,0.020008642,-0.043635815,-0.030515308,-0.046793541,-0.016188942,,0.043369359,-0.008963319,-0.058321194,0.037468906,-0.009443151,0.011976413,0.047004882,0.064633214,0.052444324,-0.051913851,-0.043239925,-0.044046982,0.011413839,-0.040032836,-0.03951601,0.007328807,-0.034237835,0.007223727
Q8b,0.000131076,-0.056278879,0.01930159,0.089114934,0.038981532,0.004582614,-0.037194484,-0.021589906,-0.07831321,0.032192459,0.044841033,-0.030726594,-0.069178943,-0.038423295,-0.009011503,-0.02636478,0.011930134,0.11648149,1,0.131595123,-0.012695626,0.20425243,0.053518361,0.025056052,0.07467195,0.069181706,0.036471273,0.035143446,0.004966634,-0.026055993,0.004149399,-0.101429383,0.016596663,0.080024144,0.015407279,-0.017958174,0.045857211,0.040656655,-0.003429091,0.058937816,0.023005666,-0.002473051,0.019296018,-0.052789767,0.061728919,0.095950869,0.006721092,0.016962668,-0.006697912,0.109724569,0.018199338,0.036335281,0.002767913,-0.019031838,-0.056082234,-0.034613141,0.003311588,0.005721549,0.07150961,-0.007315659,-0.048440082,-0.012695626,-0.007315659,-0.079201853,0.102076547,0.016117383,-0.090773322,0.094880637,0.031486348,0.076598309,0.154667828,0.029644242,0.074302165,0.076082983,0.047509096,-0.15536521,,-0.034191118,0.007060152,0.054154661,0.115639942,0.006766395,0.063081216,0.013334931,0.02514956,-0.080239478,0.044116289,0.035254101,0.043104795,-0.047862144,0.022849438,0.012512129,-0.034192365,0.004519797,-0.035292716
Q26k,0.000161659,-0.079346983,0.043369359,0.018732633,-0.018887314,-0.029844704,-0.037517357,-0.051901352,-0.067384756,-0.022919894,-0.04484481,-0.026185717,-0.05508021,-0.027195756,-0.047457462,-0.021744967,-0.059426214,-0.006575077,-0.034191118,-0.016920557,0.048837425,-0.016920557,-0.031592327,-0.010176353,0.025644594,-0.009978124,0.006854013,-0.030516584,-0.058551358,-0.056306883,-0.031266109,0.005938156,-0.043682112,-0.034813556,-0.025421787,-0.032311727,-0.000527951,-0.007305569,0.003472375,0.22203915,-0.030403188,-0.039756985,-0.034568397,-0.05917762,-0.037409524,-0.029181918,0.008289273,0.006874245,-0.003383216,0.042177132,-0.054906895,-0.019421875,-0.03778919,-0.028794443,0.016456663,0.006382101,-0.015542865,-0.007305569,-0.037210792,-0.009022567,-0.005057544,0.177827876,-0.009022567,0.034388748,0.026254485,-0.041563925,0.010380081,-0.048105453,-0.05263874,-0.04521661,-0.064799687,-0.040573693,-0.014286631,-0.05437053,-0.033558403,-0.362665279,,1,0.018315303,-0.016462053,0.057114437,-0.045125608,0.037781711,0.032087076,0.050218839,-0.085595277,0.02271647,0.040375266,0.080256517,0.02526086,0.009690464,0.094467112,-0.057264381,-0.048071892,-0.052229034
Q35,0.001245066,-0.055729932,0.052444324,0.043390472,0.053894644,0.262635131,0.243582037,0.12199567,0.268479984,0.095557503,-0.021184457,0.236034076,0.232857193,0.24269341,0.215996725,-0.174702122,0.238033112,-0.157321722,-0.080239478,-0.02870042,0.007398345,-0.093058542,-0.069924412,-0.103885986,-0.070960244,-0.078208773,-0.090034852,-0.047549174,0.07383466,0.078685154,-0.073017226,-0.113952941,0.035795673,0.063271351,0.01096233,-0.03429216,-0.004929288,-0.054365812,0.068519199,0.008559545,-0.016767629,0.095662979,-0.077008468,0.03012809,0.092630644,0.065214329,-0.025984128,-0.003071113,-0.036381481,-0.043549065,-0.00914365,0.0597933,0.036026046,0.117210262,-0.062393563,0.031532002,-0.077048068,-0.025049791,0.037333592,0.019013794,-0.037401804,0.018369034,0.019013794,-0.002500799,-0.028820967,0.0519079,0.19555025,-0.119581089,-0.136868843,-0.06179811,-0.106876342,-0.12442714,-0.045968733,-0.115111501,-0.099965912,0.228258433,,-0.085595277,0.019183671,0.076398085,-0.033091918,-0.021224394,-0.040374047,0.023832776,0.017670762,1,-0.15705371,-0.155962931,-0.162301535,-0.006850164,0.076381218,-0.044345461,0.114183604,0.002299973,0.109574259
Q11b,0.00193965,-0.087464163,0.015954419,-0.003646253,-0.032480118,-0.028008424,-0.025361083,0.024484524,-0.021665226,0.003222488,0.125795318,-0.011309675,-0.011964581,-0.025445589,-0.085778172,0.067564332,0.016369923,0.065360226,0.07467195,0.069891236,0.055966959,0.004016321,0.046300818,0.699411084,1,0.712866377,0.721679746,0.577969752,-0.041319875,-0.084766625,-0.056092273,-0.023426987,-0.076773297,0.035637675,-0.039678965,-0.077620909,-0.036309306,-0.020536222,0.083316339,0.098123343,0.050676983,-0.001901689,0.000868062,-0.007035384,-0.057066996,0.061272964,0.010165468,-0.05839337,-0.010371814,0.037727497,-0.032475032,-0.047260062,-0.055318149,-0.086709214,0.019858692,-0.013609577,-0.026745121,-0.065784786,-0.046982703,0.014686824,0.041254333,0.147405106,0.014686824,-0.038480272,-0.031680507,-0.017105605,0.014979084,-0.046550255,0.00563293,-0.03641994,-0.007239543,0.043768806,0.00656944,0.088503684,0.052206528,-0.063526102,,0.025644594,0.031804693,-0.018601418,0.017780836,0.020950718,0.065044618,0.013098737,0.057935458,-0.070960244,0.087533633,0.097450955,0.076126289,0.046550006,0.068695181,0.115292658,0.086834138,0.107373868,0.090062962
Q5b,0.004692332,-0.033301476,0.034816632,0.037436276,-0.052671574,0.518068135,1,0.147950628,0.499426145,0.237257256,0.084655572,0.43368494,0.452693092,0.404366219,0.388946472,-0.113595671,0.360031381,-0.086781176,-0.037194484,-0.000302324,-0.020135676,-0.000302324,-0.018717902,-0.032433072,-0.025361083,-0.048884076,-0.058850357,0.022114256,0.052822436,0.016269036,-0.18061297,-0.149558092,-0.021941177,-0.023457011,-0.069234269,-0.082294574,-0.064532795,-0.078574514,0.172365298,0.056022925,0.10365412,0.043723596,-0.039443775,0.042447963,0.107007079,-0.008090824,0.037662852,0.041242774,-0.00097214,0.022923051,-0.099682606,0.108447039,0.094462277,0.124770761,-0.143660641,0.016705188,-0.078399011,0.010410256,-0.02908467,-0.021614331,-0.000716688,0.092794838,-0.021614331,-0.005663289,0.041407586,0.022380194,0.189371935,-0.035173878,-0.024799153,-0.00483961,-0.120812097,-0.003693335,-0.043736331,-0.050401202,-0.067979871,0.124952034,,-0.037517357,0.000542877,0.049396879,0.012145799,-0.022809297,-0.016692903,0.020698204,-0.010941852,0.243582037,-0.017041546,-0.028957851,-0.021488495,-0.012158368,0.067924421,-0.041774943,-0.017975626,-0.048568493,-0.020471013
Q12g,0.005547227,0.043534847,-0.00188122,-0.013916116,-0.004482936,-0.057371832,-0.069234269,-0.00396686,-0.035249508,-0.043143887,-0.00523495,-0.079923148,-0.1094824,-0.042985835,-0.048296466,0.015956194,-0.027623876,-0.017490565,0.015407279,-0.019113469,-0.017687058,0.034363028,0.022556692,-0.072531177,-0.039678965,-0.045149857,-0.045239568,-0.047749492,-0.030299393,0.000792113,0.067041547,0.066137268,0.145355526,0.093465006,1,0.086105887,0.111336171,0.036438546,-0.083074342,-0.019113469,-0.086764893,-0.040997795,0.036930003,-0.038540179,-0.042257814,0.035508291,0.436228321,0.076620149,-0.02586005,0.008930012,0.073164932,-0.041316341,0.031079317,-0.009840216,0.040944795,0.039631085,0.025947748,-0.014986622,0.082696784,-0.010191895,0.046734799,-0.017687058,-0.010191895,-0.047072036,0.030298171,0.025430309,-0.027433449,-0.034631743,-0.023069085,0.03228433,0.109811322,0.000199559,-0.016138184,0.062405371,0.044583135,-0.083019049,,-0.025421787,0.005540089,0.014462672,0.020778243,0.090112748,-0.022332259,-0.010969738,0.038342817,0.01096233,0.010063024,0.058046927,-0.000197311,-0.055071561,-0.059201118,-0.038437941,-0.059113526,-0.083237502,-0.057004223
Q13j,0.008765763,-0.049866581,0.008602571,-0.017061364,0.042344205,-0.012533956,0.022923051,0.058394309,-0.016161441,0.034242552,0.025399832,0.01541126,0.023687108,-0.022839106,-0.030935542,0.021881132,0.063382537,-0.005161587,0.109724569,-0.001764412,-0.001632736,-0.001764412,-0.003294329,0.072370548,0.037727497,0.099461326,0.08818059,0.103973601,-0.000917626,-0.033597043,-0.026024015,-0.0278012,0.014175426,-0.022192665,0.008930012,-0.094513191,-0.019103293,0.122043368,-0.0076688,-0.001764412,0.081692769,0.037001624,0.031976492,-0.001224634,0.114495545,0.003793846,-0.008229076,0.109103448,0.015922544,1,0.055576359,0.037133368,-0.021126454,0.005876837,-0.02730179,-0.019802365,-0.005714036,-0.003757045,-0.038751619,-0.000940839,-0.074657465,-0.001632736,-0.000940839,-0.010821471,-0.033333085,0.014304198,-0.023949049,0.008758541,0.007228777,0.009851019,0.003902258,0.044028961,0.131055961,0.043784202,-0.003499344,-0.052086516,,0.042177132,-0.038125381,0.010679791,-0.017821222,-0.025893297,0.056796497,0.029737886,0.028647453,-0.043549065,0.031811918,-0.002264142,0.042272476,-0.010212051,-0.018270462,-0.001138041,-0.035086069,0.008113393,-0.03672579
Q11a,0.010972643,-0.06449264,0.04184733,-0.020828011,-0.066596233,-0.057748054,-0.032433072,0.022238525,-0.045764451,0.021194871,0.070142621,-0.037636009,-0.007000074,-0.054567161,-0.093634231,0.097714049,0.022635382,0.059598385,0.025056052,0.03359238,0.004937394,-0.041759085,0.066384007,1,0.699411084,0.730620358,0.728811606,0.553400687,-0.080372407,-0.039409762,-0.041768887,-0.03162209,-0.069164002,0.02033327,-0.072531177,-0.050703659,-0.032234572,0.015890116,0.08633247,0.108943846,-0.004194689,0.011089765,-0.024493382,-0.00377534,-0.069186777,0.038490929,-0.042334049,-0.065652923,-0.025079484,0.072370548,-0.02984338,-0.057757781,-0.014069024,-0.091612733,0.01168568,-0.056170441,-0.004382416,-0.052042094,-0.058567039,0.020423734,0.044704288,0.137130239,0.020423734,-0.021095134,-0.060446643,0.010757976,-0.026563956,-0.029957071,0.006984026,-0.018777554,0.015061068,0.029009455,-0.006628817,0.05453176,0.039640558,-0.054644066,,-0.010176353,0.025534223,-0.035420899,0.023932476,0.044579316,0.049778422,0.013645383,0.025150611,-0.103885986,0.076421612,0.078307726,0.11234132,0.093240532,0.080515615,0.121476704,0.072445197,0.103203471,0.076035568
Q5l,0.013302197,-0.011518141,0.026290062,0.05967045,0.00649428,0.418691142,0.360031381,0.22660509,0.352555941,0.349302293,0.193476265,0.479818966,0.44953831,0.477890636,0.43213363,-0.124503204,1,-0.083498009,0.011930134,-0.036595001,0.005463397,0.022903606,-0.012120335,0.022635382,0.016369923,0.018783263,-0.004070606,0.068000237,0.07931751,0.046832255,-0.196650257,-0.193974972,0.060531217,-0.013180267,-0.027623876,-0.007662191,-0.013120415,0.00439792,0.128664071,-0.019595399,0.087067748,0.056834821,-0.107637253,0.058329572,0.120750769,-0.016248541,0.01000762,0.055367383,0.020479373,0.063382537,-0.165632993,0.136468639,0.028818535,0.174400249,-0.212338886,-0.006050276,-0.120507332,-0.040557723,-0.018736513,0.019011451,0.005284473,0.032992553,0.019011451,-0.086281865,0.121778624,0.044626471,0.128459971,0.026182727,0.006798453,0.009152309,-0.059806641,-0.037058171,-0.025157117,-0.00914433,-0.07570034,0.105450902,,-0.059426214,-0.043489697,-0.00281204,0.046887398,0.025563164,-0.037434059,-0.00621538,-0.055269759,0.238033112,0.039138279,0.016788687,0.041019248,-0.002466289,0.124776085,-0.001234419,-0.044875514,-0.041229452,-0.044825709
Q5d,0.014549957,0.006799649,0.018005612,0.087800594,-0.064135563,0.438644129,0.499426145,0.278362373,1,0.198456728,0.098673501,0.412115398,0.422689122,0.352317153,0.375314717,-0.11574502,0.352555941,-0.088519873,-0.07831321,-0.030944414,-0.017792466,-0.007510342,-0.035899386,-0.045764451,-0.021665226,-0.033148444,-0.053970103,-0.018680935,0.034143408,0.061235135,-0.162618796,-0.135345255,0.064002081,-0.014343921,-0.035249508,-0.022604784,-0.043536665,-0.054087264,0.162144494,0.008112373,0.044923931,0.06625762,-0.101230061,0.071270714,0.090752648,-0.011727948,-0.030580346,0.027314636,-0.024738649,-0.016161441,-0.080212943,0.090287682,0.036076045,0.130250813,-0.112384802,0.026883211,-0.094347292,0.009762339,-0.058681319,0.018904173,0.007191687,0.024373241,0.018904173,-0.014007655,0.048539438,0.068130732,0.191600241,-0.06905775,-0.049183586,-0.002674633,-0.104821658,-0.071319744,-0.011617576,-0.046279994,-0.092356205,0.17536689,,-0.067384756,-0.02585496,0.076783671,-0.032352014,-0.041755764,0.015219363,0.026882231,-0.019699252,0.268479984,-0.020435078,-0.037488581,-0.028243462,0.013040521,0.104957034,-0.049884268,-0.028772043,-0.087455011,-0.025043837
Q5k,0.015423822,0.180558803,0.011120019,-0.07419525,-0.098401046,-0.145572881,-0.113595671,0.006340346,-0.11574502,-0.06170307,0.128714354,-0.116990521,-0.110933948,-0.084724676,-0.134188232,1,-0.124503204,0.010077123,-0.02636478,0.032334431,0.003924397,0.032334431,0.089120017,0.097714049,0.067564332,0.109028036,0.086945386,0.17484446,0.077176572,0.064701713,0.038797211,0.137299462,-0.069477575,-0.030984383,0.015956194,-0.014748757,-0.018983589,0.066179321,-0.103035839,-0.077878699,0.004940951,0.020207854,0.001262687,0.027843988,-0.103280053,-0.008102314,-0.024585277,-0.004166692,0.012442475,0.021881132,0.051576786,-0.031646647,-0.081944868,-0.174412618,0.049305212,-0.057642399,0.017994055,0.044358794,-0.081402225,0.034526742,0.022886205,-0.038070696,0.034526742,0.011562085,-0.018938073,0.041572379,-0.098598172,-0.059621691,-0.034602199,-0.059409979,0.024252976,0.043652553,0.016353247,4.55E-05,0.005077382,-0.00562963,,-0.021744967,-0.103843832,-0.171021264,0.048628063,0.059252078,0.038945061,0.043107008,0.000480871,-0.174702122,0.125704143,0.135067623,0.127960402,-0.031645756,-0.086101186,-0.016302263,-0.002587643,0.050675133,-0.009485095
Q29,0.015515565,0.048212482,0.037468906,0.038573314,0.008327407,0.00868462,0.012145799,-0.045675918,-0.032352014,0.037361021,0.023343168,0.03433378,0.011328026,0.039148873,0.035933071,0.048628063,0.046887398,0.114000351,0.115639942,0.205906523,0.077651581,0.068664889,0.18158809,0.023932476,0.017780836,0.023649882,0.01647717,0.075342014,0.008808848,0.025393064,-0.03820459,0.010687651,-0.010279378,-0.001532142,0.020778243,0.069071691,0.077556368,-0.02661581,-0.028454112,0.160159312,0.03877654,0.065655736,-0.022900928,0.017018516,0.073736016,0.010834773,0.053583738,0.071763223,0.155863892,-0.017821222,-0.009769694,0.055597814,0.012118266,-0.011291988,-0.065221215,-0.020019581,-0.073933284,-0.02661581,-0.007524657,-0.012173416,-0.010811929,0.077651581,-0.012173416,0.013352857,0.067643463,0.034355905,-0.061914692,0.069972419,0.053505817,0.081617604,0.0691287,0.063392375,0.088877021,0.047700024,-0.021755015,-0.113823484,,0.057114437,0.021503712,0.013063622,1,0.178554923,0.103184976,0.069321084,0.092747357,-0.033091918,0.094528296,0.098398001,0.113552972,0.014694612,-0.013895613,-0.032017373,-0.091533104,-0.015537838,-0.085884465
Q14i,0.020334496,-0.038616782,0.033561932,-0.068831898,0.040978001,-0.039279223,-0.02908467,-0.055189699,-0.058681319,-0.057719137,-0.075564431,-0.081080814,-0.064237551,-0.039926907,-0.010223875,-0.081402225,-0.018736513,-0.019575625,0.07150961,-0.014931163,-0.013816871,-0.014931163,0.008659055,-0.058567039,-0.046982703,-0.047463455,-0.022090579,-0.080512013,-0.039694048,-0.051625783,0.030784355,-0.04185188,0.017033189,0.035920759,0.082696784,0.022037293,0.010524613,0.03272599,0.03889788,-0.014931163,-0.095499771,-0.046125101,-0.006732887,-0.030023264,-0.002650021,0.011066512,0.014310357,-0.008206716,-0.042112831,-0.038751619,-0.026112363,-0.056776656,-0.002496508,0.059978675,-0.033559972,0.072552747,0.017774567,0.000466182,1,-0.00796176,-0.052718189,-0.013816871,-0.00796176,-0.019205295,0.008689622,0.02665184,0.017306827,-0.042449567,-0.000791759,-0.013753538,0.057623422,-0.035803336,-0.012606914,0.040794165,0.004885622,-0.025465848,,-0.037210792,-0.001299741,0.009034393,-0.007524657,-0.025235908,-0.041566273,-0.015258348,-0.004976492,0.037333592,-0.045133407,-0.015175471,-0.047999166,-0.03024331,0.021406407,-0.011743993,-0.003375522,-0.058346435,-0.001212188
Q26b,0.032930892,0.041775952,0.00109625,0.065073037,0.036805335,-0.030331414,-0.024799153,0.065768162,-0.049183586,0.042411802,0.070909966,-0.031643258,-0.067183251,-0.03985589,-0.05519005,-0.034602199,0.006798453,0.149188693,0.031486348,0.076754983,-0.019545478,0.125693357,0.040514729,0.006984026,0.00563293,-0.018487961,-0.019702749,-0.049242546,0.057717848,0.007973818,-0.050383515,-0.038386377,-0.055528939,-0.019153108,-0.023069085,-0.015753337,-0.038960341,-0.021445002,-0.003476655,0.076754983,0.095737045,0.006394935,-0.029140145,-0.022061426,-0.011264854,-0.009572568,0.021686755,0.042552645,-0.020586072,0.007228777,-0.066125774,0.094104231,0.020334198,-0.003141724,-0.078825816,-0.033189108,0.044145756,-0.044975564,-0.000791759,-0.011262781,0.015018707,0.033288391,-0.011262781,0.058779239,0.083228501,-0.035324201,-0.221325284,0.42691485,1,0.344062498,0.240111759,0.391667737,0.155711889,0.174946656,0.058763234,-0.452711484,,-0.05263874,0.00562777,0.002237124,0.053505817,0.088010569,0.047162536,-0.009089478,0.009679715,-0.136868843,0.089498379,0.057908252,0.11145731,-0.047128266,0.05537378,0.046497078,-0.04960869,0.035135598,-0.043396977
Q12l,0.033730993,-0.113105789,0.009552003,0.006590441,-0.006545244,0.029459617,0.056022925,0.006929619,0.008112373,-0.044744121,-0.030853704,0.019027905,0.042613046,-0.03116865,-0.035709134,-0.077878699,-0.019595399,0.031809041,0.058937816,0.13703755,-0.006282832,-0.006789525,-0.012676703,0.108943846,0.098123343,0.097009011,0.109841343,0.090839812,-0.09935439,-0.041991653,-0.04174434,-0.056504935,-0.038120815,-0.01396925,-0.019113469,-0.021121764,-0.018536435,-0.014457254,-0.029509835,1,-0.055740412,-0.023317334,-0.028283261,-0.023745548,-0.015010906,-0.011709505,-0.008337836,-0.008513969,-0.009186059,-0.001764412,-0.059277962,-0.023654656,-0.01516325,-0.028638188,-0.053522158,-0.017129409,-0.021987829,-0.014457254,-0.014931163,-0.003620385,0.063798785,0.459544301,-0.003620385,0.017059982,0.016569709,-0.043573271,0.063440152,0.086709145,0.076754983,0.037907098,-0.026001453,-0.016280557,-0.005732638,-0.021816661,0.060488369,-0.145522682,,0.22203915,0.011548923,0.011426782,0.160159312,0.054842048,0.197145113,0.134972206,0.110236497,0.008559545,0.136286742,0.110872006,0.16266611,0.038754967,-0.010950379,-0.014950477,-0.101467904,-0.042001791,-0.096900722
Q8c,0.033730993,0.022286586,0.009552003,0.062162153,0.014123948,0.037228693,-0.000302324,0.01973985,-0.030944414,0.050865881,0.052731897,-0.045412439,-0.005922808,-0.014963762,0.030956479,0.032334431,-0.036595001,0.083480065,0.131595123,1,0.148992879,-0.006789525,0.065647214,0.03359238,0.069891236,0.062376044,0.073124392,0.028988894,-0.003531062,0.016202387,0.016652728,-0.031267361,-0.038120815,-0.01396925,-0.019113469,-0.021121764,0.036437335,-0.014457254,-0.029509835,0.13703755,-0.041226792,-0.001223867,-0.006664686,-0.014228993,-0.015010906,-0.011709505,-0.008337836,-0.008513969,0.06127056,-0.001764412,-0.059277962,0.047721893,-0.01516325,-0.003011947,-0.00198598,-0.017129409,-0.021987829,-0.014457254,-0.014931163,-0.003620385,-0.023972108,-0.006282832,-0.003620385,-0.031857867,0.043726591,-0.025643021,-0.003244281,0.033703201,0.076754983,0.037907098,-0.026001453,0.04562134,0.16428103,0.073333313,0.060488369,-0.063160335,,-0.016920557,-0.000357574,0.006598098,0.205906523,0.106335531,0.061548548,0.004887573,0.074676337,-0.02870042,0.025300657,0.036131688,0.003211985,-0.023686097,-0.010950379,0.006192023,-0.022868221,0.008847123,-0.018920571
Q8a,0.034746403,0.172812734,-0.036117736,0.216073311,0.055320511,-0.12075955,-0.086781176,0.071553221,-0.088519873,0.089918947,0.090573733,-0.118379739,-0.086243746,-0.092012021,-0.084361993,0.010077123,-0.083498009,1,0.11648149,0.083480065,0.037404326,0.031809041,0.27243916,0.059598385,0.065360226,0.113597731,0.094728277,0.093136379,-0.01524762,0.201211621,-0.059179485,-0.129031568,-0.078226252,0.11310312,-0.017490565,-0.02662632,-0.014726704,-0.042293053,-0.059682376,0.031809041,0.011611243,0.165936788,-0.012839657,-0.042113716,-0.057942056,0.13587202,0.025893147,0.023689408,0.023751433,-0.005161587,0.013922377,0.159142192,-0.02059986,-0.112712262,-0.119543426,-0.050110139,-0.01339447,-0.042293053,-0.019575625,-0.010591026,-0.038595285,-0.018379712,-0.010591026,-0.04248266,0.059158302,-0.050629743,-0.128704947,0.114917293,0.149188693,0.007332999,0.115501888,0.174760582,-0.016770182,0.038727999,-0.012823552,-0.159406102,,-0.006575077,-0.024372616,0.006502387,0.114000351,0.193468902,0.06870666,0.025542296,0.060043775,-0.157321722,0.060485983,0.101863282,0.095696029,-0.069290986,-0.012233439,-0.000603697,0.008413037,0.046341278,0.008156638
Q33,0.036322491,0.029155075,0.047004882,-0.0049872,0.028484185,0.000446788,0.020698204,-0.025230109,0.026882231,0.002830141,0.020342998,0.018394131,0.016711727,-0.015487015,-0.025539051,0.043107008,-0.00621538,0.025542296,0.013334931,0.004887573,-0.014484012,-0.001958987,0.045344622,0.013645383,0.013098737,0.036872463,0.032058223,0.035546126,0.011571715,-0.022009435,-0.014228701,-0.022138672,-0.080529007,-0.018602901,-0.010969738,0.037502514,-0.027031225,0.016050706,-0.00094897,0.134972206,0.027640503,-0.021151207,-0.011688944,-0.075580004,0.001953847,-0.006956695,-0.001453887,0.024373115,-0.001053353,0.029737886,0.008731841,0.027175195,0.015412807,-0.034826479,-0.026482468,-0.092915696,0.039286271,-0.069540375,-0.015258348,-0.059457364,0.082614732,0.007690626,-0.059457364,0.004931834,-0.059680314,0.010751747,0.04935702,0.051383403,-0.009089478,-0.004472645,0.031827595,0.012561793,-0.005122519,0.081057885,0.042885924,-0.076713718,,0.032087076,-0.00191936,0.047240973,0.069321084,0.052542039,0.417649023,1,0.384425859,0.023832776,0.037099105,0.046903878,0.054130317,-0.031568485,-0.06399345,-0.066132736,0.010046761,-0.006424103,0.008173983
Q12i,0.036942555,0.011276924,-0.024073913,-0.010530308,0.028967419,-0.080348316,-0.064532795,-0.041585896,-0.043536665,0.022813707,0.034429426,-0.099352394,-0.012194859,-0.048816872,0.032188809,-0.018983589,-0.013120415,-0.014726704,0.045857211,0.036437335,-0.017153088,-0.018536435,0.02526481,-0.032234572,-0.036309306,-0.018810453,-0.035930016,-0.006553586,-0.042341869,0.007692907,-0.035846286,-0.019218331,0.06121694,0.043766847,0.111336171,0.129387257,1,0.039827009,-0.080566337,-0.018536435,-0.060647459,0.012341472,-0.089612225,0.000644785,-0.021080594,-0.021913112,-0.022763561,0.097394167,0.495567717,-0.019103293,0.027978748,0.005571972,0.009156259,0.047747753,-0.057481621,-0.024187754,-0.023907646,0.013394506,0.010524613,-0.009884203,0.001648307,-0.017153088,-0.009884203,-0.111550606,0.025466515,-0.061197932,-0.054978905,-0.012179422,-0.038960341,0.014736574,0.0701119,0.00287205,-0.015650974,0.01317389,-0.008496375,-0.071999081,,-0.000527951,0.015428214,0.009543145,0.077556368,0.066781958,-0.026804813,-0.027031225,6.95E-17,-0.004929288,0.00695782,0.031715803,0.017475889,-0.040800344,0.002513467,-0.021191514,0.03185379,-0.022491299,0.033407704
Q21,0.03811168,0.05550603,0.02024914,0.05812979,-0.001604434,0.080415319,0.041407586,0.044717896,0.048539438,0.208803606,0.135602689,0.133062655,0.053522504,0.170543955,0.103845246,-0.018938073,0.121778624,0.059158302,0.102076547,0.043726591,0.080950886,0.061831178,0.000655381,-0.060446643,-0.031680507,-0.087424349,-0.057925463,-0.02980275,0.138007032,0.009343662,-0.213161208,-0.137124492,-0.011395155,-0.005084674,0.030298171,0.061667666,0.025466515,-0.004511867,-0.022008917,0.016569709,0.078680646,0.002972637,-0.146054439,-0.021283274,-0.015097335,-0.027957438,-0.01761596,0.032129635,-0.003343638,-0.033333085,-0.152044645,0.130217546,-0.009968606,0.004552743,-0.145088012,0.04658409,-0.057229276,0.069481081,0.008689622,0.018489412,-0.015678478,-0.007004822,0.018489412,-0.104807082,1,0.020607759,-0.091255158,0.135277054,0.083228501,0.067965417,0.024363433,0.06756116,-0.013525032,0.024583338,0.026878122,-0.075849014,,0.026254485,-0.025862788,0.046072282,0.067643463,0.020401027,-0.110213411,-0.059680314,-0.04118125,-0.028820967,0.044299266,0.075810609,0.067923426,-0.111884638,-0.022259637,-0.044311843,-0.096746925,0.019208857,-0.090574425
